id,symbol,datetime,open_price,high_price,low_price,close_price,volume,rsi_5,rsi_7,rsi_10,rsi_14,rsi_21,dif,macd,macd_histogram,rsv,k_value,d_value,j_value,ma5,ma10,ma20,ma60,ema12,ema26,bb_upper,bb_middle,bb_lower,atr,cci,willr,mom,created_at,updated_at,pattern_signals,MA_Cross,BB_Signal,MACD_Cross,Trend,MACD_Div,Anomaly,RSI_Signal,KD_Signal,SR_Signal,Volume_Anomaly,EMA_Cross,CCI_Signal,WILLR_Signal,MOM_Signal,Buy_Signals,Sell_Signals,Trade_Signal,Signal_Strength
993,2330,2000-01-25,75.5183,75.5183,74.3444,75.5183,223692148326,77.459,71.2191,66.7015,63.8887,,,,,100.0,81.4347,75.21,93.8841,73.0139,72.1923,,,71.9865,,,,,2.1122,158.1693,,6.652,2025-06-26 00:55:20.210000,2025-07-05 23:42:05.750000,"十字,蜻蜓十字,上吊線,長腿十字,探水竿",,,,偏空,,,,,,,,CCI超買,,,0.0,1.4,,
994,2330,2000-01-26,77.866,80.6048,77.866,80.6048,357880999032,88.5236,82.2554,76.1798,71.6152,,,,,100.0,87.6231,79.3477,104.174,74.7356,73.1705,,,73.3124,,,,,2.3246,243.2591,,9.7819,2025-06-26 00:55:20.210000,2025-07-05 23:42:05.756666,"捉腰帶線,光頭,長蠟燭,上漲光頭光腳",,,,偏空,,,超買,,,量能異常,,CCI超買,,,0.7,2.6,,
995,2330,2000-01-27,81.3875,82.5614,79.8225,81.3875,287927232252,89.5137,83.3983,77.2853,72.5872,,,,,89.9996,88.4153,82.3702,100.5054,76.7703,74.3443,,,74.5547,,,,,2.3542,209.4079,,11.7385,2025-06-26 00:55:20.210000,2025-07-05 23:42:05.760000,"十字,十字星,風高浪大線,長腿十字,黃包車夫,紡錘線",,,,偏空,,,超買,KD超買,,,,CCI超買,,,0.0,3.6,賣出,空頭3.6分
996,2330,2000-01-28,78.6483,79.8225,78.6483,79.8225,197904810671,73.636,72.5049,70.0616,67.6025,,,,,76.6674,84.4993,83.0799,87.3381,78.179,75.2052,,,75.3652,,,,,2.3817,128.5694,,8.6085,2025-06-26 00:55:20.210000,2025-07-05 23:42:05.760000,"捉腰帶線,光頭,長蠟燭,上漲光頭光腳",,,,偏空,,,接近超買,KD超買,,,,CCI超買,,,0.0,2.8,,
997,2330,2000-01-31,77.4744,79.8225,77.0833,79.431,168059342623,69.7664,69.8424,68.2875,66.3746,,,,,73.3322,80.7769,82.3122,77.7063,79.3528,75.8312,73.014,,75.9907,,81.0991,73.014,64.9289,2.4073,91.7044,-19.5128,6.2604,2025-06-26 00:55:20.213333,2025-07-05 23:42:05.763333,,,,,偏多,,,接近超買,KD超買,,,,,WILLR超買,,0.5,2.2,,
998,2330,2000-02-01,80.2137,80.2137,78.6483,79.0398,153081850577,65.4691,66.9752,66.4202,65.1021,,,,,69.9996,77.1845,80.603,70.3475,80.0571,76.5355,73.4835,,76.4598,,81.8193,73.4835,65.1478,2.3471,85.1341,-21.9513,7.0431,2025-06-26 00:55:20.213333,2025-07-05 23:42:05.770000,"捉腰帶線,烏雲蓋頂,長蠟燭",,,,偏多,,,接近超買,,,,,,,,0.5,0.4,,
999,2330,2000-02-02,79.0398,79.0398,79.0398,79.0398,0,65.4691,66.9752,66.4202,65.1021,65.7892,,,,68.9656,74.4448,78.5503,66.234,79.7441,77.2398,73.8748,,76.8567,,82.4781,73.8748,65.2715,2.1795,66.9842,-21.9513,7.0431,2025-06-26 00:55:20.236666,2025-07-05 23:42:05.776666,"十字,孕線,十字孕線,短蠟燭",,,,偏多,,,接近超買,,,,,,,,0.5,0.4,,
1000,2330,2000-02-03,79.0398,79.0398,79.0398,79.0398,0,65.4691,66.9752,66.4202,65.1021,65.7892,,,,62.4995,70.4631,75.8545,59.6801,79.2746,78.0224,74.3444,,77.1926,,82.9988,74.3444,65.6899,2.0238,57.1972,-21.9513,7.8258,2025-06-26 00:55:20.240000,2025-07-05 23:42:05.780000,"十字,短蠟燭",,,,偏多,,,接近超買,,,,,,,,0.5,0.4,,
1001,2330,2000-02-04,79.0398,79.0398,79.0398,79.0398,0,65.4691,66.9752,66.4202,65.1021,65.7892,,,,57.1425,66.0229,72.5773,52.914,79.118,78.6485,74.9117,,77.4767,,83.2286,74.9117,66.5948,1.8792,49.9316,-25.0004,6.2608,2025-06-26 00:55:20.240000,2025-07-05 23:42:05.780000,"十字,短蠟燭",,,,偏多,,,接近超買,,,,,,,,0.5,0.4,,
1002,2330,2000-02-07,79.0398,79.0398,79.0398,79.0398,0,65.4691,66.9752,66.4202,65.1021,65.7892,,,,35.7149,55.9202,67.025,33.7108,79.0398,79.1963,75.3617,,77.7172,,83.5485,75.3617,67.1749,1.745,43.6846,-25.0004,5.4781,2025-06-26 00:55:20.240000,2025-07-05 23:42:05.783333,"十字,短蠟燭",,,,偏多,,,接近超買,,,,,,,,0.5,0.4,,
1003,2330,2000-02-08,79.0398,79.0398,79.0398,79.0398,0,65.4691,66.9752,66.4202,65.1021,65.7892,,,,35.7149,49.1851,61.0783,25.3987,79.0398,79.5485,75.8704,,77.9207,74.4046,83.6328,75.8704,68.1079,1.6204,38.1154,-25.7143,3.5215,2025-06-26 00:55:20.243333,2025-07-05 23:42:05.783333,"十字,短蠟燭",,,,偏多,,,接近超買,,,,,,,,0.5,0.4,,
1004,2330,2000-02-09,83.7352,83.7352,80.9964,82.5614,252580321587,88.9153,82.9052,77.0504,72.5045,70.2809,,,,82.3539,60.2414,60.7994,59.1255,79.7441,79.7441,76.4573,,78.6346,75.0088,84.3779,76.4573,68.5367,1.84,135.7872,-8.333,1.9566,2025-06-26 00:55:20.243333,2025-07-05 23:42:05.783333,捉腰帶線,,,,偏多,,,超買,,,量能異常,,CCI超買,WILLR超買,,1.2,2.9000000000000004,,
1005,2330,2000-02-10,81.7787,84.1264,80.9964,83.7352,177540543615,91.3596,85.6053,79.4586,74.4498,71.5865,,,,94.4456,71.6428,64.4138,86.1007,80.6832,79.9789,77.1616,,79.4193,75.6552,85.0404,77.1616,69.2828,1.9321,174.149,-2.7772,2.3477,2025-06-26 00:55:20.243333,2025-07-05 23:42:05.783333,多頭吞沒,,,,偏多,,,超買,K上穿D,接近壓力位,,,CCI超買,WILLR超買,,1.5,2.9000000000000004,,
1006,2330,2000-02-11,84.9091,86.8656,84.1264,85.6918,215027859365,94.0798,88.9879,82.8013,77.3292,73.6153,,,,85.7155,76.3337,68.3871,92.2269,82.0136,80.5658,77.8855,,80.3843,76.3986,86.0987,77.8855,69.6723,2.0177,212.088,-7.3167,5.8693,2025-06-26 00:55:20.246666,2025-07-05 23:42:05.786666,,,,,偏多,,,超買,,接近壓力位,,,CCI超買,WILLR超買,,0.5,2.9000000000000004,,
1007,2330,2000-02-14,85.3002,85.3002,83.7352,83.7352,140301270822,67.5122,69.841,70.1226,68.9599,68.4812,,,,59.999,70.8888,69.221,74.2243,82.9527,80.9962,78.4137,,80.8999,76.9421,86.7046,78.4137,70.1228,2.0134,127.2098,-19.5129,4.3042,2025-06-26 00:55:20.246666,2025-07-05 23:42:05.786666,"捉腰帶線,光腳,長蠟燭,下跌光頭光腳",,,,偏多,,,接近超買,,,,,CCI超買,WILLR超買,,0.5,2.1,,
1008,2330,2000-02-15,83.7352,84.9091,82.9525,84.1264,105105248690,69.6539,71.2823,71.1055,69.6668,68.936,,,,64.9978,68.9251,69.1224,68.5306,83.97,81.5049,79.0202,,81.3962,77.4742,87.117,79.0202,70.9234,2.0093,96.2657,-17.0744,5.0866,2025-06-26 00:55:20.246666,2025-07-05 23:42:05.790000,"孕線,風高浪大線,紡錘線",,,,偏多,,,接近超買,K下穿D,,,,,WILLR超買,,0.5,2.2,,
1009,2330,2000-02-16,84.1264,84.5175,83.3441,83.3441,79352313450,59.7996,64.1318,66.2619,66.4098,66.9087,,,,55.0014,64.2839,67.5096,57.8326,84.1265,81.9353,79.5876,,81.6959,77.9091,87.2128,79.5876,71.9623,1.9496,75.2778,-21.9508,4.3043,2025-06-26 00:55:20.250000,2025-07-05 23:42:05.796666,"光腳,空頭吞沒",,,,偏多,,,接近超買,,,,,,,,0.5,0.4,,
1010,2330,2000-02-17,82.5614,83.3441,82.1702,82.5614,116400258474,50.8096,57.4096,61.5975,63.225,64.9035,,,,44.9999,57.8559,64.2917,44.9843,83.8918,82.2875,80.155,,81.8291,78.2537,86.8334,80.155,73.4765,1.8942,38.7125,-27.5001,3.5216,2025-06-26 00:55:20.250000,2025-07-05 23:42:05.800000,"十字,十字星,風高浪大線,Hikkake 陷阱,長腿十字,黃包車夫,紡錘線",,,,偏多,,,,,,,,,,,0.5,0.0,,
1011,2330,2000-02-18,82.9525,83.7352,80.9964,81.3875,121805090619,39.6379,48.5121,55.1302,58.6797,61.9785,3.4837,4.1575,-0.6738,29.9995,48.5704,59.0513,27.6088,83.0309,82.5223,80.5854,,81.7611,78.4858,86.3546,80.5854,74.8162,1.9545,14.2041,-40.0007,2.3477,2025-06-26 00:55:20.250000,2025-07-05 23:42:05.803333,空頭吞沒,,,,偏多,,,,,,,,,,,0.5,0.0,,
1012,2330,2000-02-21,79.431,79.431,76.3006,76.3006,153903007581,18.0914,27.2001,36.6188,43.9388,51.4319,2.7734,3.8807,-1.1073,0.0,32.3803,50.1609,-3.181,81.544,82.2483,80.7223,,80.9211,78.3239,85.9198,80.7223,75.5248,2.1783,-118.6934,-84.3769,-2.7392,2025-06-26 00:55:20.253333,2025-07-05 23:42:05.806666,"三外部下跌,捉腰帶線,光腳,長蠟燭,下跌光頭光腳",,,,偏空,,,,,接近支撐位,,,CCI下穿零軸,WILLR超賣,動量轉負,0.8,2.0,,
1013,2330,2000-02-22,75.1267,77.4744,74.3444,76.3006,168143612807,18.0914,27.2001,36.6188,43.9388,51.4319,2.1854,3.5416,-1.3563,15.6231,26.7946,42.3721,-4.3606,79.9788,81.9744,80.7614,,80.2102,78.1741,85.8114,80.7614,75.7115,2.2462,-135.8081,-84.3769,-2.7392,2025-06-26 00:55:20.260000,2025-07-05 23:42:05.810000,"反擊線,頸內線,頸上線",跌破MA20,,,偏空,,,,,接近支撐位,,,CCI超賣,WILLR超賣,,1.7000000000000002,2.0,,
1014,2330,2000-02-23,76.3006,76.3006,75.5183,75.9094,73892584628,16.9822,26.0043,35.4875,42.9759,50.7004,1.6685,3.167,-1.4985,12.4988,22.0293,35.5912,-5.0945,78.4919,81.3092,80.5267,,79.5486,78.0063,86.0025,80.5267,75.0508,2.1417,-121.2091,-87.5012,-6.652,2025-06-26 00:55:20.260000,2025-07-05 23:42:05.813333,"孕線,短蠟燭",,,,偏空,,,,,接近支撐位,,,CCI超賣,WILLR超賣,,1.7000000000000002,0.5,,
1015,2330,2000-02-24,76.3006,77.0833,75.9094,76.3006,83371097848,22.8918,29.6144,37.6285,44.2906,51.4258,1.2757,2.7888,-1.513,17.8554,20.638,30.6068,0.7004,77.2397,80.5658,80.2723,,79.0489,77.88,86.0299,80.2723,74.5147,2.0726,-96.9998,-84.3769,-7.4346,2025-06-26 00:55:20.260000,2025-07-05 23:42:05.816666,"十字,風高浪大線,Hikkake 陷阱,長腿十字,黃包車夫,紡錘線",,,,偏空,,,,,,,,,WILLR超賣,,0.8,0.5,,
1016,2330,2000-02-25,76.3006,78.2571,76.3006,77.866,165796729239,43.1383,42.6717,45.6485,49.3255,54.2539,1.0784,2.4467,-1.3683,33.3336,24.8699,28.6945,17.2207,76.5354,79.7832,80.1745,,78.8669,77.8789,86.0251,80.1745,74.3239,2.0643,-68.5577,-71.8749,-7.8258,2025-06-26 00:55:20.260000,2025-07-05 23:42:05.820000,"捉腰帶線,長蠟燭",,,,偏空,,,,,,量能異常,,,,,0.7,0.5,,
1017,2330,2000-02-28,77.866,77.866,77.866,77.866,0,43.1383,42.6717,45.6485,49.3255,54.2539,0.9114,2.1396,-1.2282,34.6168,28.1188,28.5026,27.3513,76.8485,79.1963,80.0962,,78.7129,77.878,86.0259,80.0962,74.1666,1.9168,-56.7488,-71.8749,-5.8692,2025-06-26 00:55:20.263333,2025-07-05 23:42:05.820000,"十字,孕線,十字孕線,短蠟燭",,,,偏空,,,,,,,,,,,0.0,0.5,,
1018,2330,2000-02-29,78.2571,79.431,78.2571,78.6483,98749286567,52.813,49.0952,49.6435,51.8477,55.6758,0.8327,1.8782,-1.0456,45.831,34.0229,30.3427,41.3833,77.3181,78.6484,80.0767,,78.703,77.935,86.0227,80.0767,74.1307,1.8917,-32.5685,-65.6271,-5.4781,2025-06-26 00:55:20.263333,2025-07-05 23:42:05.820000,"Hikkake 陷阱,射擊星",,,,偏空,,,,K上穿D,,,,,,,1.0,0.5,,
1019,2330,2000-03-01,80.2137,80.6048,79.8225,80.6048,90504908649,69.1972,61.6372,58.1843,57.5398,59.0205,0.9175,1.6861,-0.7686,66.6652,44.9037,35.1964,64.3183,78.2571,78.3745,80.1549,,78.9956,78.1328,86.0854,80.1549,74.2244,1.8963,3.6585,-50.0016,-2.7393,2025-06-26 00:55:20.263333,2025-07-05 23:42:05.826666,上吊線,,,,偏多,,,,,,,,CCI上穿零軸,,,1.4,0.0,,
1020,2330,2000-03-02,80.9964,81.3875,79.431,79.431,68745687934,54.9013,52.5712,52.2741,53.457,56.3422,0.8799,1.5249,-0.6449,72.221,54.0095,41.4674,79.0936,78.8832,78.0615,80.1745,,79.0625,78.229,86.0927,80.1745,74.2562,1.9006,7.459,-59.3761,-3.1304,2025-06-26 00:55:20.266666,2025-07-05 23:42:05.826666,"光腳,空頭吞沒",,,,偏空,,,,,,,,,,,0.0,0.5,,
1021,2330,2000-03-03,79.0398,79.8225,79.0398,79.431,58129351241,54.9013,52.5712,52.2741,53.457,56.3422,0.8404,1.388,-0.5475,72.221,60.08,47.6716,84.8968,79.1962,77.8658,80.194,,79.1192,78.318,86.0997,80.194,74.2884,1.8208,-0.2657,-59.3761,-1.9565,2025-06-26 00:55:20.266666,2025-07-05 23:42:05.826666,"頸內線,頸上線",,,,偏空,,,,,,,,CCI下穿零軸,,,0.0,1.4,,
1022,2330,2000-03-06,79.8225,80.2137,77.866,78.2571,72312707991,41.5028,43.8014,46.4487,49.3921,53.6575,0.7063,1.2516,-0.5454,46.6639,55.608,50.3171,66.1898,79.2744,78.0615,80.1549,,78.9866,78.3135,86.1009,80.1549,74.2089,1.8584,-9.6817,-68.7514,1.9565,2025-06-26 00:55:20.270000,2025-07-05 23:42:05.830000,空頭吞沒,,,,偏空,,,,,,,,,,動量轉正,0.6,0.5,,
1023,2330,2000-03-07,77.4744,78.6483,77.0833,77.866,83737461434,37.6739,41.1342,44.6085,48.0803,52.7777,0.5619,1.1137,-0.5518,35.7168,48.9776,49.8706,47.1916,79.118,78.218,80.0962,,78.8142,78.2803,86.1079,80.0962,74.0845,1.8374,-31.4609,-71.8749,1.5654,2025-06-26 00:55:20.270000,2025-07-05 23:42:05.833333,"三外部下跌,頸上線",,,,偏空,,,,K下穿D,,,,,,,0.0,1.5,,
1024,2330,2000-03-08,77.4744,77.866,76.6921,77.4744,64819045052,33.774,38.4025,42.7253,46.7417,51.8834,0.4112,0.9732,-0.562,23.075,40.3434,46.6948,27.6404,78.4919,78.3745,79.8419,,78.6081,78.2206,85.8453,79.8419,73.8385,1.79,-43.6664,-75.0024,1.565,2025-06-26 00:55:20.270000,2025-07-05 23:42:05.836666,"十字,風高浪大線,長腿十字,黃包車夫,紡錘線",,,,偏空,,,,,,,,,,,0.0,0.5,,
1025,2330,2000-03-09,77.4744,78.2571,77.4744,78.2571,71897783191,47.3823,46.6621,47.6347,49.7528,53.5358,0.3508,0.8487,-0.4979,33.3305,38.0057,43.7985,26.4203,78.2571,78.5702,79.568,,78.5541,78.2233,85.3309,79.568,73.805,1.7181,1.1466,-68.7514,1.9565,2025-06-26 00:55:20.270000,2025-07-05 23:42:05.840000,"捉腰帶線,光頭,長蠟燭,上漲光頭光腳",,,,偏空,,,,,,,,CCI上穿零軸,,,0.9,0.5,,
1026,2330,2000-03-10,78.6483,79.0398,75.9094,76.3006,99978344966,28.8555,33.5447,38.4749,43.1808,49.1093,0.1435,0.7077,-0.5642,7.1412,27.7175,38.4382,6.2763,77.631,78.4136,79.0984,,78.2074,78.0809,84.2911,79.0984,73.9057,1.819,-53.3674,-82.1446,-1.5654,2025-06-26 00:55:20.273333,2025-07-05 23:42:05.840000,空頭吞沒,,,,偏空,,,,,,,,CCI下穿零軸,WILLR超賣,動量轉負,0.8,2.0,,
1027,2330,2000-03-13,74.3444,74.3444,71.214,71.214,232179364310,12.7078,18.1062,24.7351,31.5225,40.0659,-0.4264,0.4809,-0.9072,0.0,18.4784,31.7849,-8.1347,76.2224,77.7484,78.4723,,77.1315,77.5723,84.2628,78.4723,72.6819,2.0524,-263.1167,-100.0,-6.652,2025-06-26 00:55:20.273333,2025-07-05 23:42:05.840000,"三外部下跌,捉腰帶線,光腳,長蠟燭,下跌光頭光腳",,突破下軌,,偏空,,,接近超賣,,接近支撐位,量能異常,EMA死亡交叉,CCI超賣,WILLR超賣,,3.8,1.8,買入,多頭3.8分
1028,2330,2000-03-14,71.214,73.1706,70.4314,72.779,145477589021,28.1675,29.7171,32.9238,37.1453,43.4312,-0.7432,0.2361,-0.9792,21.4273,19.4614,27.677,3.03,75.205,77.1615,77.905,,76.4619,77.2172,83.591,77.905,72.2189,2.1014,-208.3849,-83.3339,-5.8693,2025-06-26 00:55:20.276666,2025-07-05 23:42:05.843333,,,,,偏空,,,,,接近支撐位,,,CCI超賣,WILLR超賣,,1.7000000000000002,0.5,,
1029,2330,2000-03-15,72.3879,73.5617,71.214,71.6052,154204016711,24.1565,26.4372,30.1868,34.8349,41.592,-1.0765,-0.0265,-1.05,11.9992,16.974,24.1094,2.7032,74.0312,76.2615,77.318,,75.7147,76.8015,83.0603,77.318,71.5758,2.119,-156.6297,-91.177,-8.9996,2025-06-26 00:55:20.276666,2025-07-05 23:42:05.846666,孕線,,,,偏空,,,接近超賣,,接近支撐位,,,CCI超賣,WILLR超賣,,2.1,0.5,,
1030,2330,2000-03-16,70.0402,72.779,67.3013,71.9967,233438180185,28.4068,29.4664,32.2733,36.2589,42.4456,-1.2942,-0.28,-1.0142,36.3635,23.4372,23.8853,22.5409,72.7791,75.5181,76.7898,,75.1427,76.4456,82.4486,76.7898,71.131,2.3589,-143.4676,-71.4286,-7.4343,2025-06-26 00:55:20.276666,2025-07-05 23:42:05.850000,,,,,偏空,,,,,接近支撐位,量能異常,,CCI超賣,,,1.6,0.5,,
1031,2330,2000-03-17,72.3879,74.3444,71.6052,74.3444,267728113852,49.5848,45.2418,43.5205,44.1419,47.2952,-1.2627,-0.4765,-0.7862,60.0,35.6248,27.7984,51.2774,72.3879,75.0095,76.4376,,75.0199,76.2899,81.7756,76.4376,71.0996,2.3861,-64.231,-50.0,-5.0866,2025-06-26 00:55:20.280000,2025-07-05 23:42:05.850000,光頭,,,,偏空,,,,K上穿D,,量能異常,,,,,1.7,0.5,,
1032,2330,2000-03-20,71.9967,71.9967,71.9967,71.9967,21190095663,36.1996,35.8796,36.7411,38.9538,43.4509,-1.4109,-0.6634,-0.7475,40.0,37.0832,30.8934,49.4628,72.5444,74.3834,76.2224,,74.5548,75.9719,81.9013,76.2224,70.5436,2.3834,-80.0482,-66.6667,-6.2604,2025-06-26 00:55:20.280000,2025-07-05 23:42:05.850000,"十字,短蠟燭",,,,偏空,,,,,,,,,,,0.0,0.5,,
1033,2330,2000-03-21,69.649,76.6921,69.649,76.3006,447638099122,60.5828,55.552,51.9785,50.4511,51.1016,-1.1676,-0.7643,-0.4034,76.6648,50.2771,37.3546,76.122,73.2487,74.2269,76.2224,,74.8234,75.9963,81.9013,76.2224,70.5436,2.7162,-26.2498,-36.1126,-1.5654,2025-06-26 00:55:20.280000,2025-07-05 23:42:05.853333,"捉腰帶線,長蠟燭",,,,偏多,,,,,,量能異常,,,,,1.2,0.0,,
1034,2330,2000-03-22,75.1267,77.4744,73.9529,75.1267,247260900862,53.5989,50.6109,48.4423,47.8064,49.1954,-1.0574,-0.8229,-0.2345,66.6644,55.7395,43.4829,80.2527,73.953,73.9921,76.1833,,74.87,75.9319,81.881,76.1833,70.4856,2.7737,11.4581,-44.4463,-2.3477,2025-06-26 00:55:20.280000,2025-07-05 23:42:05.856666,"十字,孕線,十字孕線,風高浪大線,長腿十字,黃包車夫,紡錘線",,,,偏空,,,,,,量能異常,,CCI上穿零軸,,,1.6,0.5,,
1035,2330,2000-03-23,75.9094,79.431,75.5183,78.6483,280164605464,67.6035,62.3357,57.9728,55.3655,54.5371,-0.678,-0.7939,0.1159,93.5472,68.3421,51.7693,101.4877,75.2833,74.0312,76.3007,,75.4513,76.1331,82.0991,76.3007,70.5023,2.883,76.4355,-19.446,0.3912,2025-06-26 00:55:20.283333,2025-07-05 23:42:05.870000,,,,黃金交叉,偏多,頂背離,,,,,量能異常,,,WILLR超買,動量轉正,3.1999999999999997,2.8,買入,多頭3.2分
1036,2330,2000-03-24,78.6483,78.6483,76.6921,77.4744,189561198505,60.0514,57.0671,54.258,52.6292,52.6014,-0.4667,-0.7285,0.2618,83.8693,73.5178,59.0188,102.5159,75.9093,74.1486,76.2811,,75.7625,76.2324,82.0609,76.2811,70.5014,2.8168,74.2418,-27.7797,1.1738,2025-06-26 00:55:20.283333,2025-07-05 23:42:05.870000,孕線,,,,偏多,,,,,,,,,,,0.5,0.0,,
1037,2330,2000-03-27,78.2571,82.5614,78.2571,82.5614,257812048419,75.1117,69.9203,65.0432,61.5071,59.192,0.11,-0.5608,0.6708,100.0,82.3452,66.7943,113.4471,78.0223,75.2833,76.5159,76.542,76.8085,76.7012,82.8854,76.5159,70.1464,2.979,149.2537,0.0,11.3474,2025-06-26 00:55:20.283333,2025-07-05 23:42:05.873333,"捉腰帶線,光頭,Hikkake 陷阱,長蠟燭,上漲光頭光腳",突破MA20,,,偏多,,,,,接近壓力位,量能異常,EMA黃金交叉,CCI超買,WILLR超買,,4.0,1.7000000000000002,強烈買入,多頭4.0分
1038,2330,2000-03-28,82.9525,83.7352,80.9964,81.7787,181779906634,70.0338,66.3544,62.523,59.6546,57.8915,0.4981,-0.349,0.8471,88.0947,84.2617,72.6168,107.5517,79.1179,76.1833,76.6724,76.7442,77.5732,77.0774,83.3883,76.6724,69.9565,2.9618,147.6517,-11.9053,8.9997,2025-06-26 00:55:20.286666,2025-07-05 23:42:05.873333,烏雲蓋頂,,,,偏多,,,,,接近壓力位,,,CCI超買,WILLR超買,,0.5,1.7000000000000002,,
